,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.3730604946613312,0.0,0.0,0.0,0.0,0.0,0.7604935169219971,0.37242335081100464,0.0,0.0,0.0,0.0,0.3992348909378052,0.0,0.5108911991119385,0.5029359459877014,0.0,0.0,0.0,0.0,0.0,0.47612518072128296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3808969259262085,0.4316958487033844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5174434185028076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.4946773052215576,0.10767708718776703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27015620470046997,0.0,0.0,0.0,0.10794129222631454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8186404705047607,0.0,0.0,0.36360883712768555,0.0,0.0,0.0,0.0,0.0,0.9925898313522339,0.14988571405410767,0.0,0.789962649345398,0.7675125002861023
2,0.0,0.0,0.0,0.0,0.0,0.0,0.34111371636390686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246174156665802,0.35669267177581787,0.0,0.0,0.0,0.0,0.0,0.375710666179657,0.0,0.0,0.22954139113426208,0.0,0.0,0.24423956871032715,0.0,0.4094487726688385,0.3360230028629303,0.0,0.0,0.0,0.0,0.0,0.0,0.2256193906068802,0.27956700325012207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.8203730583190918,0.3723319172859192,0.0,0.0,0.0,0.0,0.38622698187828064,0.0,0.5400456786155701,0.5487121343612671,0.0,0.0,0.0,0.0,0.0,0.4915328323841095,0.0,0.0,0.3933161497116089,0.0,0.0,0.0,0.0,0.3732668459415436,0.4479111433029175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568175196647644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.6404886841773987,0.0,0.0,0.8287652730941772,0.5406100749969482,0.0,0.0,0.0,0.0,0.0,0.0,0.6402431130409241,0.5949361324310303,0.0,0.0,0.0,0.0,0.7169174551963806,0.593370795249939,0.0,0.683864951133728,0.6374270915985107,0.0,0.0,0.0,0.0,0.0,0.5620417594909668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.6685125231742859,0.0,0.5240728855133057,0.0,0.0,0.4942091107368469,0.0,0.0,0.5798183083534241,0.5089769959449768,0.0,0.5999715328216553,0.0,0.0,0.0,0.0,0.5378667116165161,0.5369098782539368,0.0,0.0,0.0,0.0,0.0,0.5286502838134766,0.0,0.0,0.5786899924278259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.5577700734138489,0.0,0.0,0.6997013092041016,0.35682976245880127,0.0,0.3586137294769287,0.0,0.0,0.0,0.0,0.5293804407119751,0.0,0.0,0.0,0.0,0.0,0.4038904011249542,0.5566299557685852,0.0,0.8137131929397583,0.6118934154510498,0.0,0.0,0.0,0.0,0.0,0.3763173222541809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5736855268478394,0.0,0.5172014236450195,0.0,0.0,0.5992488861083984,0.0,0.0,0.7018354535102844,0.5551468133926392,0.0,0.541506290435791,0.0,0.0,0.0,0.0,0.6326063871383667,0.0,0.0,0.0,0.0,0.0,0.0,0.6162774562835693,0.0,0.6182372570037842,0.6818720698356628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5290798544883728,0.0,0.6379954814910889,0.0,0.4852930009365082,0.0,0.0,0.4636198878288269,0.0,0.0,0.0,0.0,0.6518105268478394,0.0,0.0,0.0,0.4768182039260864,0.0,0.49471861124038696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46835553646087646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226722955703735,0.0,0.0,0.0,0.0,0.0,0.5431568026542664,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5168610215187073,0.0,0.0,0.0,0.0,0.6196457147598267,0.0,0.0,0.7952053546905518,0.5158524513244629,0.0,0.538818359375,0.0,0.0,0.0,0.0,0.704302191734314,0.0,0.0,0.0,0.0,0.0,0.5339730381965637,0.5656754374504089,0.0,0.6964561939239502,0.6830391883850098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
